rating,text,sentiment,date,trip_type,date_status
4,We visited this sumptuous movement. We did not take the audio guide because it is not very large. We stayed there for about 15 minutes to admire the paintings. It was enough stacking however it remains a must in Rome 😊,正面,Mar 2020,Friends,date_with_label
5,"Without any tour guide or audio-guide, just enter the building (free of charge) and be amazed. How impressive. The size, the details, the fact that it has an open roof. You realize that you are visiting one of the top attractions in the world.",正面,Feb 2020,,date_only
5,It was massive!!! You must go in to appreciate the size of this place. The ceiling was fab and very interesting as it is open to the elements in the middle.,正面,Mar 2020,Couples,date_with_label
5,"I stayed in a hotel just round the corner from this amazing building and never got tired of seeing it. Inside and out this building is stunning, awe inspiring and always makes me wonder how they could build something so spectacular so long ago. Free to enter. My favorite place in all of Rome",正面,Mar 2020,Couples,date_with_label
5,Amazing church located in a beautiful square. Its free entry and is definitely worth a visit. Dont skip it.  It was one our favourite places to see.,正面,Feb 2020,Couples,date_with_label
5,"what great creation, amazing. no one should miss this place. really great ocation that you should never miss",正面,Feb 2020,,date_only
5,"A very important attraction of Rome. It can be visited for free, so it is always crowded but it is worthwhile to stop for a few minutes at this sight.",正面,Feb 2020,Couples,date_with_label
5,What a great site! You can admire pantheon for hours and it will not be enough. The entire plaza seems frozen in time. Spectacular dome and amazing architectural marvel of ancient geniuses. Best of Rome.,正面,Feb 2020,Friends,date_with_label
5,"Should probably confess to being a construction geek. But the vaulted ceiling is a fantastic piece of work. You can get lost just looking up as the sun shines in. Another bonus is - there's no cost / charge, just need to work around any services taking place. You should be able to turn up and queue, please note this was off-season.",正面,Dec 2019,Couples,date_with_label
5,"Historically amazing architecture!  Went in late afternoon, crowd was manageable.  The history of this beautiful church is fascinating and very worthwhile to visit.",正面,givengo200022 contributions0,,unknown_format
4,"Another of Rome's must see places, you wonder at the spectacle of it. How did they manage to create such a beautiful building so long ago.",正面,Feb 2020,,date_only
4,Who has never made a trip to the Pantheon while in Rome? Short but rewarding visit to the heart of the city.,正面,Feb 2020,,date_only
5,"It’s old, fairly original and it’s free to enter. Brilliant Roman architecture. Well worth a short visit, day or evening.",正面,Feb 2020,Couples,date_with_label
5,"Excellent and a must visit if you’re in Rome, it’s so well preserved and an amazing structure Some nice restaurants nearby",正面,Mar 2020,,date_only
5,So glad we visited The Pantheon. It was quite a quick visit but well with going. The architecture is wonderful to see,正面,Mar 2020,Friends,date_with_label
5,The Pantheon is an amazing building. The design is phenomenal- the fact it has stood for 2000 years says it all. The interior is beautiful. A must see in Rome.,正面,Feb 2020,Friends,date_with_label
4,"Definitely not an all day activity. We were staying nearby and stopped by on our way back from a day out adventuring round Rome. The wife was getting a little hangry but I wanted to see it. It’s one of the oldest and best preserved buildings in Rome and I want to say that it’s the largest I reinforced concrete dome in the world. But even if it’s not and I made that up, it’s still really big and really impressive. It’s also one of those (many) Roman temples that have been converted to a Catholic Church which is probably why it’s still around! Anyway, it’s free and it took us about 10 mins to stroll through it and move on. The square outside the Pantheon is nice, with a lot of restaurants and a couple of good coffee shops nearby. Definitely touristy but you know..",正面,Feb 2020,Couples,date_with_label
5,"A temple built more than 2000 years ago that was transformed into a catholic church. The giant colums, the beautiful marbles, the anazing ceiling. I strongly recommend a visit.",正面,"Galante2014Rio Grande, RS605 contributions1",,unknown_format
5,It is hard to believe that this building goes back to 125 CE. The architecture is unbelievable - a must see in Rome.,正面,Mar 2020,Friends,date_with_label
5,"This incredible it virtually unchanged since it was built in the early 2nd century. No other site will give you a true sense of the Roman sense of architecture, beauty and accomplishment than the Pantheon.",正面,Feb 2020,Couples,date_with_label
4,"It is an incredible construction, not as big as I imagined but full of historyBefore visiting it, we read how it was built and all the events in which it was importantimposingYou get there walking as it is also in the center of Rome, it was not our case since we rented an apartment through Expedia, GA holiday home that shows a uniqueness and is false ubicación because it is on the other side of the river, not in Plaza Popolo as It looks on the location mapA shame because also the department was not what we expected, light boxes of fruit boxes, a shame that also made our budget more expensive for the transfersEs una construccion increible, no es tan grande como la imaginaba pero llena de historiaantes de visitarla leimos como fue construida y todos los acontecimientos en los que tuvo importanciaimponentese llega caminando ya que tambien esta en el centro de Roma, no fue nuestro caso ya que rentamos un departamento por medio de Expedia, GA holiday home que muestra una unicacion y es falsa porque esta del otro lado del rio, no en Plaza Popolo como se ve en el mapa de la ubicacionuna lastima porque ademas el departamento no fue lo que esperabamos, mesas de luz de cajones de fruta, una lastima que ademas encarecio nuestro presupuesto por los traslados",負面,Feb 2020,,date_only
